#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
320674:7005,231:231,08/01/18 09:41:07,HLT_Mu7_IP4_part2_v2,11459.873134285,11295.245501663,28.6,HFOC
320674:7005,232:232,08/01/18 09:41:30,HLT_Mu7_IP4_part2_v2,11449.758853662,11124.111624953,28.5,HFOC
320674:7005,233:233,08/01/18 09:41:54,HLT_Mu7_IP4_part2_v2,11454.704865319,11289.858409213,28.6,HFOC
320674:7005,234:234,08/01/18 09:42:17,HLT_Mu7_IP4_part2_v2,11445.444676045,11280.943019486,28.5,HFOC
320674:7005,235:235,08/01/18 09:42:40,HLT_Mu7_IP4_part2_v2,11452.974243486,11288.316607998,28.6,HFOC
320674:7005,236:236,08/01/18 09:43:04,HLT_Mu7_IP4_part2_v2,11450.083705616,11285.434719403,28.5,HFOC
320674:7005,237:237,08/01/18 09:43:27,HLT_Mu7_IP4_part2_v2,11445.184792535,11280.619584955,28.5,HFOC
320674:7005,238:238,08/01/18 09:43:50,HLT_Mu7_IP4_part2_v2,11446.321782081,11281.490828054,28.5,HFOC
320674:7005,239:239,08/01/18 09:44:14,HLT_Mu7_IP4_part2_v2,11426.491363828,11262.071494623,28.5,HFOC
320674:7005,240:240,08/01/18 09:44:37,HLT_Mu7_IP4_part2_v2,11428.681327719,11264.806471885,28.5,HFOC
320674:7005,241:241,08/01/18 09:45:00,HLT_Mu7_IP4_part2_v2,11424.405858679,11260.689061712,28.5,HFOC
320674:7005,242:242,08/01/18 09:45:23,HLT_Mu7_IP4_part2_v2,11418.680556502,11255.176127053,28.5,HFOC
320674:7005,243:243,08/01/18 09:45:47,HLT_Mu7_IP4_part2_v2,11413.782667242,11250.084723850,28.5,HFOC
320674:7005,244:244,08/01/18 09:46:10,HLT_Mu7_IP4_part2_v2,11407.919672423,11244.391250770,28.4,HFOC
320674:7005,245:245,08/01/18 09:46:33,HLT_Mu7_IP4_part2_v2,11404.895150416,11027.175230416,28.4,HFOC
320674:7005,246:246,08/01/18 09:46:57,HLT_Mu7_IP4_part2_v2,11398.003287020,11234.834965800,28.4,HFOC
320674:7005,247:247,08/01/18 09:47:20,HLT_Mu7_IP4_part2_v2,11396.744537384,11220.617731536,28.4,HFOC
320674:7005,248:248,08/01/18 09:47:43,HLT_Mu7_IP4_part2_v2,11393.096951773,11229.931864481,28.4,HFOC
320674:7005,249:249,08/01/18 09:48:07,HLT_Mu7_IP4_part2_v2,11392.338256344,11229.312289576,28.4,HFOC
320674:7005,250:250,08/01/18 09:48:30,HLT_Mu7_IP4_part2_v2,11388.740969813,11225.537760637,28.4,HFOC
320674:7005,251:251,08/01/18 09:48:53,HLT_Mu7_IP4_part2_v2,11397.000619249,11233.533906644,28.4,HFOC
320674:7005,252:252,08/01/18 09:49:17,HLT_Mu7_IP4_part2_v2,11373.839430581,11210.925087052,28.4,HFOC
320674:7005,253:253,08/01/18 09:49:40,HLT_Mu7_IP4_part2_v2,11376.816327293,11214.029432975,28.4,HFOC
320674:7005,254:254,08/01/18 09:50:03,HLT_Mu7_IP4_part2_v2,11376.578711200,11213.573783120,28.4,HFOC
320674:7005,255:255,08/01/18 09:50:27,HLT_Mu7_IP4_part2_v2,11372.815063903,11210.030457451,28.4,HFOC
320674:7005,256:256,08/01/18 09:50:50,HLT_Mu7_IP4_part2_v2,11363.679778159,11201.022906734,28.3,HFOC
320674:7005,257:257,08/01/18 09:51:13,HLT_Mu7_IP4_part2_v2,11354.834857576,11192.479375107,28.3,HFOC
320674:7005,258:258,08/01/18 09:51:36,HLT_Mu7_IP4_part2_v2,11345.781487136,11183.855946012,28.3,HFOC
320674:7005,259:259,08/01/18 09:52:00,HLT_Mu7_IP4_part2_v2,11337.593777082,11175.334970428,28.3,HFOC
320674:7005,260:260,08/01/18 09:52:23,HLT_Mu7_IP4_part2_v2,11311.770432356,11150.595123821,28.2,HFOC
320674:7005,261:261,08/01/18 09:52:46,HLT_Mu7_IP4_part2_v2,11332.000817874,11170.576114931,28.3,HFOC
320674:7005,262:262,08/01/18 09:53:10,HLT_Mu7_IP4_part2_v2,11343.733295691,11182.086060444,28.3,HFOC
320674:7005,263:263,08/01/18 09:53:33,HLT_Mu7_IP4_part2_v2,11327.248132311,11165.578873272,28.2,HFOC
320674:7005,264:264,08/01/18 09:53:56,HLT_Mu7_IP4_part2_v2,11319.438612942,11157.880431173,28.2,HFOC
320674:7005,265:265,08/01/18 09:54:20,HLT_Mu7_IP4_part2_v2,11315.056625139,11153.544296160,28.2,HFOC
320674:7005,266:266,08/01/18 09:54:43,HLT_Mu7_IP4_part2_v2,11301.161223314,11139.941919917,28.2,HFOC
320674:7005,267:267,08/01/18 09:55:06,HLT_Mu7_IP4_part2_v2,11283.943486746,11123.401135652,28.1,HFOC
320674:7005,268:268,08/01/18 09:55:30,HLT_Mu7_IP4_part2_v2,11306.480504309,11145.229989395,28.2,HFOC
320674:7005,269:269,08/01/18 09:55:53,HLT_Mu7_IP4_part2_v2,11292.556238029,11131.770326657,28.2,HFOC
320674:7005,270:270,08/01/18 09:56:16,HLT_Mu7_IP4_part2_v2,11289.570650816,11128.672604356,28.1,HFOC
320674:7005,271:271,08/01/18 09:56:40,HLT_Mu7_IP4_part2_v2,11288.542321008,11127.659754285,28.1,HFOC
320674:7005,272:272,08/01/18 09:57:03,HLT_Mu7_IP4_part2_v2,11278.246822685,11117.680339973,28.1,HFOC
320674:7005,273:273,08/01/18 09:57:26,HLT_Mu7_IP4_part2_v2,11280.397174616,11120.145506031,28.1,HFOC
320674:7005,274:274,08/01/18 09:57:49,HLT_Mu7_IP4_part2_v2,11274.481299422,11114.250552807,28.1,HFOC
320674:7005,275:275,08/01/18 09:58:13,HLT_Mu7_IP4_part2_v2,11264.985834454,11091.959842612,28.1,HFOC
320674:7005,276:276,08/01/18 09:58:36,HLT_Mu7_IP4_part2_v2,11259.574443397,11099.267929936,28.1,HFOC
320674:7005,277:277,08/01/18 09:58:59,HLT_Mu7_IP4_part2_v2,11250.199173788,11090.476541055,28.0,HFOC
320674:7005,278:278,08/01/18 09:59:23,HLT_Mu7_IP4_part2_v2,11248.570561351,11089.196471689,28.0,HFOC
320674:7005,279:279,08/01/18 09:59:46,HLT_Mu7_IP4_part2_v2,11241.919074800,11082.265308497,28.0,HFOC
320674:7005,280:280,08/01/18 10:00:09,HLT_Mu7_IP4_part2_v2,11234.729093152,11075.051877098,28.0,HFOC
320674:7005,281:281,08/01/18 10:00:33,HLT_Mu7_IP4_part2_v2,11223.027033598,11064.308179532,28.0,HFOC
320674:7005,282:282,08/01/18 10:00:56,HLT_Mu7_IP4_part2_v2,11226.906292592,11067.590362409,28.0,HFOC
320674:7005,283:283,08/01/18 10:01:19,HLT_Mu7_IP4_part2_v2,11218.934286898,11060.173880064,28.0,HFOC
320674:7005,284:284,08/01/18 10:01:43,HLT_Mu7_IP4_part2_v2,11210.543529431,11051.917331705,28.0,HFOC
320674:7005,285:285,08/01/18 10:02:06,HLT_Mu7_IP4_part2_v2,11226.912027352,11067.828356734,28.0,HFOC
320674:7005,286:286,08/01/18 10:02:29,HLT_Mu7_IP4_part2_v2,11216.126760342,11057.366972500,28.0,HFOC
320674:7005,287:287,08/01/18 10:02:53,HLT_Mu7_IP4_part2_v2,11231.077360802,11071.712449933,28.0,HFOC
320674:7005,288:288,08/01/18 10:03:16,HLT_Mu7_IP4_part2_v2,11235.490531733,11076.481195764,28.0,HFOC
320674:7005,289:289,08/01/18 10:03:39,HLT_Mu7_IP4_part2_v2,11212.241061285,11053.056210646,28.0,HFOC
320674:7005,290:290,08/01/18 10:04:02,HLT_Mu7_IP4_part2_v2,11206.142923924,11047.466685626,27.9,HFOC
320674:7005,291:291,08/01/18 10:04:26,HLT_Mu7_IP4_part2_v2,11152.514308496,10994.659011285,27.8,HFOC
320674:7005,292:292,08/01/18 10:04:49,HLT_Mu7_IP4_part2_v2,11175.438489579,11017.539746897,27.9,HFOC
320674:7005,293:293,08/01/18 10:05:12,HLT_Mu7_IP4_part2_v2,11183.411695987,11025.144993072,27.9,HFOC
320674:7005,294:294,08/01/18 10:05:36,HLT_Mu7_IP4_part2_v2,11194.734720573,11036.596364231,27.9,HFOC
320674:7005,295:295,08/01/18 10:05:59,HLT_Mu7_IP4_part2_v2,11171.876258000,11014.163685241,27.9,HFOC
320674:7005,296:296,08/01/18 10:06:22,HLT_Mu7_IP4_part2_v2,11175.087365343,11016.785693037,27.9,HFOC
320674:7005,297:297,08/01/18 10:06:46,HLT_Mu7_IP4_part2_v2,11172.434491002,11014.574940898,27.9,HFOC
320674:7005,298:298,08/01/18 10:07:09,HLT_Mu7_IP4_part2_v2,11169.206163923,11011.861401747,27.8,HFOC
320674:7005,299:299,08/01/18 10:07:32,HLT_Mu7_IP4_part2_v2,11162.957843611,11005.199373545,27.8,HFOC
320674:7005,300:300,08/01/18 10:07:56,HLT_Mu7_IP4_part2_v2,11149.582210181,10992.259174587,27.8,HFOC
320674:7005,301:301,08/01/18 10:08:19,HLT_Mu7_IP4_part2_v2,11166.553901489,11008.646043618,27.8,HFOC
320674:7005,302:302,08/01/18 10:08:42,HLT_Mu7_IP4_part2_v2,11162.479259807,11004.886919956,27.8,HFOC
320674:7005,303:303,08/01/18 10:09:05,HLT_Mu7_IP4_part2_v2,11163.007550030,11005.208190670,27.8,HFOC
320674:7005,304:304,08/01/18 10:09:29,HLT_Mu7_IP4_part2_v2,11156.071553989,10998.126157610,27.8,HFOC
320674:7005,305:305,08/01/18 10:09:52,HLT_Mu7_IP4_part2_v2,11129.518533665,10972.528828437,27.7,HFOC
320674:7005,306:306,08/01/18 10:10:15,HLT_Mu7_IP4_part2_v2,11124.937629878,10968.165709668,27.7,HFOC
320674:7005,307:307,08/01/18 10:10:39,HLT_Mu7_IP4_part2_v2,11127.971813285,10971.043218507,27.7,HFOC
320674:7005,308:308,08/01/18 10:11:02,HLT_Mu7_IP4_part2_v2,11125.900591197,10968.774737447,27.7,HFOC
320674:7005,309:309,08/01/18 10:11:25,HLT_Mu7_IP4_part2_v2,11122.739574207,10966.202475308,27.7,HFOC
320674:7005,310:310,08/01/18 10:11:49,HLT_Mu7_IP4_part2_v2,11119.319794400,10962.457581941,27.7,HFOC
320674:7005,311:311,08/01/18 10:12:12,HLT_Mu7_IP4_part2_v2,11116.849587552,10960.135870292,27.7,HFOC
320674:7005,312:312,08/01/18 10:12:35,HLT_Mu7_IP4_part2_v2,11108.524993961,10952.206085742,27.7,HFOC
320674:7005,313:313,08/01/18 10:12:59,HLT_Mu7_IP4_part2_v2,11097.785451872,10941.735328963,27.7,HFOC
320674:7005,314:314,08/01/18 10:13:22,HLT_Mu7_IP4_part2_v2,11092.090888378,10923.827474531,27.7,HFOC
320674:7005,315:315,08/01/18 10:13:45,HLT_Mu7_IP4_part2_v2,11076.075721668,10920.499179463,27.6,HFOC
320674:7005,316:316,08/01/18 10:14:09,HLT_Mu7_IP4_part2_v2,11093.775362954,10937.815507799,27.7,HFOC
320674:7005,317:317,08/01/18 10:14:32,HLT_Mu7_IP4_part2_v2,11100.389573819,10807.663031932,27.7,HFOC
320674:7005,318:318,08/01/18 10:14:55,HLT_Mu7_IP4_part2_v2,11070.922711124,10915.477014571,27.6,HFOC
320674:7005,319:319,08/01/18 10:15:18,HLT_Mu7_IP4_part2_v2,11063.072333740,10907.527262567,27.6,HFOC
320674:7005,320:320,08/01/18 10:15:42,HLT_Mu7_IP4_part2_v2,11066.435063465,10911.007082597,27.6,HFOC
320674:7005,321:321,08/01/18 10:16:05,HLT_Mu7_IP4_part2_v2,11065.889481574,10910.002636564,27.6,HFOC
320674:7005,322:322,08/01/18 10:16:28,HLT_Mu7_IP4_part2_v2,11066.096624288,10910.953413304,27.6,HFOC
320674:7005,323:323,08/01/18 10:16:52,HLT_Mu7_IP4_part2_v2,11064.730755813,10909.475654271,27.6,HFOC
320674:7005,324:324,08/01/18 10:17:15,HLT_Mu7_IP4_part2_v2,11060.471878144,10905.290692576,27.6,HFOC
320674:7005,325:325,08/01/18 10:17:38,HLT_Mu7_IP4_part2_v2,11049.227330729,10893.879360018,27.5,HFOC
320674:7005,326:326,08/01/18 10:18:02,HLT_Mu7_IP4_part2_v2,11041.478658730,10886.678011253,27.5,HFOC
320674:7005,327:327,08/01/18 10:18:25,HLT_Mu7_IP4_part2_v2,11038.669685276,10883.861637500,27.5,HFOC
320674:7005,328:328,08/01/18 10:18:48,HLT_Mu7_IP4_part2_v2,11034.038388605,10879.632325568,27.5,HFOC
320674:7005,329:329,08/01/18 10:19:12,HLT_Mu7_IP4_part2_v2,11020.610873275,10866.509957970,27.5,HFOC
320674:7005,330:330,08/01/18 10:19:35,HLT_Mu7_IP4_part2_v2,11033.646390384,10878.660935774,27.5,HFOC
320674:7005,331:331,08/01/18 10:19:58,HLT_Mu7_IP4_part2_v2,11022.723881073,10868.296048590,27.5,HFOC
320674:7005,332:332,08/01/18 10:20:22,HLT_Mu7_IP4_part2_v2,11003.975543851,10850.064093337,27.4,HFOC
320674:7005,333:333,08/01/18 10:20:45,HLT_Mu7_IP4_part2_v2,10986.194915216,6442.651093008,27.4,HFOC
320674:7005,334:334,08/01/18 10:21:08,HLT_Mu7_IP4_part2_v2,10997.009071344,10843.062326250,27.4,HFOC
320674:7005,335:335,08/01/18 10:21:31,HLT_Mu7_IP4_part2_v2,10993.035297405,10839.342814188,27.4,HFOC
320674:7005,336:336,08/01/18 10:21:55,HLT_Mu7_IP4_part2_v2,10989.283327542,10835.348875346,27.4,HFOC
320674:7005,337:337,08/01/18 10:22:18,HLT_Mu7_IP4_part2_v2,10977.158431392,10823.801172331,27.4,HFOC
320674:7005,338:338,08/01/18 10:22:41,HLT_Mu7_IP4_part2_v2,10968.733142174,10815.503088204,27.3,HFOC
320674:7005,339:339,08/01/18 10:23:05,HLT_Mu7_IP4_part2_v2,10951.188638967,10674.471157129,27.3,HFOC
320674:7005,340:340,08/01/18 10:23:28,HLT_Mu7_IP4_part2_v2,10955.539431677,10802.347926605,27.3,HFOC
320674:7005,341:341,08/01/18 10:23:51,HLT_Mu7_IP4_part2_v2,10972.468663306,10819.064411327,27.4,HFOC
320674:7005,342:342,08/01/18 10:24:15,HLT_Mu7_IP4_part2_v2,10958.052359047,10804.485665385,27.3,HFOC
320674:7005,343:343,08/01/18 10:24:38,HLT_Mu7_IP4_part2_v2,10953.796568368,10800.741283001,27.3,HFOC
320674:7005,344:344,08/01/18 10:25:01,HLT_Mu7_IP4_part2_v2,10949.137221573,10796.516721555,27.3,HFOC
320674:7005,345:345,08/01/18 10:25:25,HLT_Mu7_IP4_part2_v2,10940.084256681,10787.253686433,27.3,HFOC
320674:7005,346:346,08/01/18 10:25:48,HLT_Mu7_IP4_part2_v2,10934.935845487,10782.777776893,27.3,HFOC
320674:7005,347:347,08/01/18 10:26:11,HLT_Mu7_IP4_part2_v2,10927.199122877,10774.910343750,27.2,HFOC
320674:7005,348:348,08/01/18 10:26:34,HLT_Mu7_IP4_part2_v2,10925.192888647,10772.748897962,27.2,HFOC
320674:7005,349:349,08/01/18 10:26:58,HLT_Mu7_IP4_part2_v2,10925.865459160,10773.453154133,27.2,HFOC
320674:7005,350:350,08/01/18 10:27:21,HLT_Mu7_IP4_part2_v2,10926.666167742,10774.240944821,27.2,HFOC
320674:7005,351:351,08/01/18 10:27:44,HLT_Mu7_IP4_part2_v2,10910.634585210,10758.326392458,27.2,HFOC
320674:7005,352:352,08/01/18 10:28:08,HLT_Mu7_IP4_part2_v2,10920.388610050,10767.833161812,27.2,HFOC
320674:7005,353:353,08/01/18 10:28:31,HLT_Mu7_IP4_part2_v2,10925.741782741,10773.395369842,27.2,HFOC
320674:7005,354:354,08/01/18 10:28:54,HLT_Mu7_IP4_part2_v2,10932.190136087,10779.702164940,27.3,HFOC
320674:7005,355:355,08/01/18 10:29:18,HLT_Mu7_IP4_part2_v2,10906.979654944,10755.473592744,27.2,HFOC
320674:7005,356:356,08/01/18 10:29:41,HLT_Mu7_IP4_part2_v2,10895.878300850,10744.408071896,27.2,HFOC
320674:7005,357:357,08/01/18 10:30:04,HLT_Mu7_IP4_part2_v2,10891.784653931,10739.917527044,27.2,HFOC
320674:7005,358:358,08/01/18 10:30:28,HLT_Mu7_IP4_part2_v2,10882.862181747,10731.471828637,27.1,HFOC
320674:7005,359:359,08/01/18 10:30:51,HLT_Mu7_IP4_part2_v2,10880.741043409,10729.564495223,27.1,HFOC
320674:7005,360:360,08/01/18 10:31:14,HLT_Mu7_IP4_part2_v2,10342.920990599,10203.374042021,25.8,HFOC
320674:7005,361:361,08/01/18 10:31:38,HLT_Mu7_IP4_part2_v2,10766.936079104,10617.884171764,26.8,HFOC
320674:7005,362:362,08/01/18 10:32:01,HLT_Mu7_IP4_part2_v2,9928.940250804,9798.146102443,24.8,HFOC
320674:7005,363:363,08/01/18 10:32:24,HLT_Mu7_IP4_part2_v2,10070.932921331,9936.693740248,25.1,HFOC
320674:7005,364:364,08/01/18 10:32:47,HLT_Mu7_IP4_part2_v2,10469.361079174,10327.542894139,26.1,HFOC
320674:7005,365:365,08/01/18 10:33:11,HLT_Mu7_IP4_part2_v2,9598.966741835,9474.342934271,23.9,HFOC
320674:7005,366:366,08/01/18 10:33:34,HLT_Mu7_IP4_part2_v2,10732.265530216,10585.101249476,26.8,HFOC
320674:7005,367:367,08/01/18 10:33:57,HLT_Mu7_IP4_part2_v2,11071.415387961,10915.989389465,27.6,HFOC
320674:7005,368:368,08/01/18 10:34:21,HLT_Mu7_IP4_part2_v2,11087.486761822,10931.393918905,27.6,HFOC
320674:7005,369:369,08/01/18 10:34:44,HLT_Mu7_IP4_part2_v2,11090.413419899,10934.482151763,27.7,HFOC
320674:7005,370:370,08/01/18 10:35:07,HLT_Mu7_IP4_part2_v2,11077.779997915,10921.981612602,27.6,HFOC
320674:7005,371:371,08/01/18 10:35:31,HLT_Mu7_IP4_part2_v2,11077.043220879,10920.911488056,27.6,HFOC
320674:7005,372:372,08/01/18 10:35:54,HLT_Mu7_IP4_part2_v2,11072.886405200,10792.010771398,27.6,HFOC
320674:7005,373:373,08/01/18 10:36:17,HLT_Mu7_IP4_part2_v2,11069.304459334,10913.687638830,27.6,HFOC
320674:7005,374:374,08/01/18 10:36:41,HLT_Mu7_IP4_part2_v2,11089.045693357,10932.776665815,27.6,HFOC
320674:7005,375:375,08/01/18 10:37:04,HLT_Mu7_IP4_part2_v2,11093.787472289,10937.685335480,27.7,HFOC
320674:7005,376:376,08/01/18 10:37:27,HLT_Mu7_IP4_part2_v2,11088.772912490,10932.587268799,27.6,HFOC
320674:7005,377:377,08/01/18 10:37:51,HLT_Mu7_IP4_part2_v2,11068.751869032,10913.332269826,27.6,HFOC
320674:7005,378:378,08/01/18 10:38:14,HLT_Mu7_IP4_part2_v2,11079.751318294,10923.496831820,27.6,HFOC
320674:7005,379:379,08/01/18 10:38:37,HLT_Mu7_IP4_part2_v2,11080.992233512,10924.786184217,27.6,HFOC
320674:7005,380:380,08/01/18 10:39:00,HLT_Mu7_IP4_part2_v2,11078.819514880,10923.180292117,27.6,HFOC
320674:7005,381:381,08/01/18 10:39:24,HLT_Mu7_IP4_part2_v2,11065.587371767,10910.166615978,27.6,HFOC
320674:7005,382:382,08/01/18 10:39:47,HLT_Mu7_IP4_part2_v2,11057.464768984,10902.108439439,27.6,HFOC
320674:7005,383:383,08/01/18 10:40:10,HLT_Mu7_IP4_part2_v2,11053.278501848,10898.006875737,27.6,HFOC
320674:7005,384:384,08/01/18 10:40:34,HLT_Mu7_IP4_part2_v2,11047.503854003,10892.022588367,27.5,HFOC
320674:7005,385:385,08/01/18 10:40:57,HLT_Mu7_IP4_part2_v2,11044.254475365,10888.781578388,27.5,HFOC
320674:7005,386:386,08/01/18 10:41:20,HLT_Mu7_IP4_part2_v2,11038.867276294,10883.610156067,27.5,HFOC
320674:7005,387:387,08/01/18 10:41:44,HLT_Mu7_IP4_part2_v2,11033.705668180,10874.228359283,27.5,HFOC
320674:7005,388:388,08/01/18 10:42:07,HLT_Mu7_IP4_part2_v2,11028.031546206,10873.486597911,27.5,HFOC
320674:7005,389:389,08/01/18 10:42:30,HLT_Mu7_IP4_part2_v2,11023.077004445,10868.327465579,27.5,HFOC
320674:7005,390:390,08/01/18 10:42:54,HLT_Mu7_IP4_part2_v2,11002.515835670,10847.949588546,27.4,HFOC
320674:7005,391:391,08/01/18 10:43:17,HLT_Mu7_IP4_part2_v2,10989.922043700,10836.019614997,27.4,HFOC
320674:7005,392:392,08/01/18 10:43:40,HLT_Mu7_IP4_part2_v2,11011.740623269,10857.398062557,27.5,HFOC
320674:7005,393:393,08/01/18 10:44:04,HLT_Mu7_IP4_part2_v2,11015.630137816,10861.205775244,27.5,HFOC
320674:7005,394:394,08/01/18 10:44:27,HLT_Mu7_IP4_part2_v2,10999.379044942,10845.446288007,27.4,HFOC
320674:7005,395:395,08/01/18 10:44:50,HLT_Mu7_IP4_part2_v2,10996.827402739,10842.722317232,27.4,HFOC
320674:7005,396:396,08/01/18 10:45:13,HLT_Mu7_IP4_part2_v2,10990.961709003,10837.317505547,27.4,HFOC
320674:7005,397:397,08/01/18 10:45:37,HLT_Mu7_IP4_part2_v2,10976.022487038,10822.570613134,27.4,HFOC
320674:7005,398:398,08/01/18 10:46:00,HLT_Mu7_IP4_part2_v2,10985.966072489,10832.477899631,27.4,HFOC
320674:7005,399:399,08/01/18 10:46:23,HLT_Mu7_IP4_part2_v2,10981.750634014,10828.329109406,27.4,HFOC
320674:7005,400:400,08/01/18 10:46:47,HLT_Mu7_IP4_part2_v2,10983.356366967,10829.807177786,27.4,HFOC
320674:7005,401:401,08/01/18 10:47:10,HLT_Mu7_IP4_part2_v2,10967.564034147,10814.413024812,27.3,HFOC
320674:7005,402:402,08/01/18 10:47:33,HLT_Mu7_IP4_part2_v2,10965.643989322,10811.972397501,27.3,HFOC
320674:7005,403:403,08/01/18 10:47:57,HLT_Mu7_IP4_part2_v2,10959.633929843,10653.568836131,27.3,HFOC
320674:7005,404:404,08/01/18 10:48:20,HLT_Mu7_IP4_part2_v2,10956.926579053,10803.664245660,27.3,HFOC
320674:7005,405:405,08/01/18 10:48:43,HLT_Mu7_IP4_part2_v2,10950.959145751,10797.854891981,27.3,HFOC
320674:7005,406:406,08/01/18 10:49:06,HLT_Mu7_IP4_part2_v2,10944.683110626,10791.642720171,27.3,HFOC
320674:7005,407:407,08/01/18 10:49:30,HLT_Mu7_IP4_part2_v2,10940.622937633,10788.212751776,27.3,HFOC
320674:7005,408:408,08/01/18 10:49:53,HLT_Mu7_IP4_part2_v2,10932.369273758,10779.496017927,27.3,HFOC
320674:7005,409:409,08/01/18 10:50:16,HLT_Mu7_IP4_part2_v2,10927.806028163,10775.417062793,27.2,HFOC
320674:7005,410:410,08/01/18 10:50:40,HLT_Mu7_IP4_part2_v2,10923.397026152,10770.981982651,27.2,HFOC
320674:7005,411:411,08/01/18 10:51:03,HLT_Mu7_IP4_part2_v2,10924.881147183,10772.900531632,27.2,HFOC
320674:7005,412:412,08/01/18 10:51:26,HLT_Mu7_IP4_part2_v2,10921.210363650,10768.914008680,27.2,HFOC
320674:7005,413:413,08/01/18 10:51:50,HLT_Mu7_IP4_part2_v2,10914.650967085,10762.355862442,27.2,HFOC
320674:7005,414:414,08/01/18 10:52:13,HLT_Mu7_IP4_part2_v2,10906.618177146,10754.967519153,27.2,HFOC
320674:7005,415:415,08/01/18 10:52:36,HLT_Mu7_IP4_part2_v2,10899.431928991,10747.910206201,27.2,HFOC
320674:7005,416:416,08/01/18 10:53:00,HLT_Mu7_IP4_part2_v2,10893.405284885,10741.703210898,27.2,HFOC
320674:7005,417:417,08/01/18 10:53:23,HLT_Mu7_IP4_part2_v2,10883.408563358,10731.993821933,27.1,HFOC
320674:7005,418:418,08/01/18 10:53:46,HLT_Mu7_IP4_part2_v2,10891.764252570,10740.440658671,27.2,HFOC
320674:7005,419:419,08/01/18 10:54:10,HLT_Mu7_IP4_part2_v2,10890.053086013,10738.617358166,27.2,HFOC
320674:7005,420:420,08/01/18 10:54:33,HLT_Mu7_IP4_part2_v2,10877.441692885,10726.111449944,27.1,HFOC
320674:7005,421:421,08/01/18 10:54:56,HLT_Mu7_IP4_part2_v2,10877.078285080,10725.619331669,27.1,HFOC
320674:7005,422:422,08/01/18 10:55:19,HLT_Mu7_IP4_part2_v2,10875.686494961,10724.535921286,27.1,HFOC
320674:7005,423:423,08/01/18 10:55:43,HLT_Mu7_IP4_part2_v2,10870.248091146,10585.403729707,27.1,HFOC
320674:7005,424:424,08/01/18 10:56:06,HLT_Mu7_IP4_part2_v2,10856.197277659,10705.370218190,27.1,HFOC
320674:7005,425:425,08/01/18 10:56:29,HLT_Mu7_IP4_part2_v2,10861.978820077,10710.949717287,27.1,HFOC
320674:7005,426:426,08/01/18 10:56:53,HLT_Mu7_IP4_part2_v2,10856.043621017,10704.927146419,27.1,HFOC
320674:7005,427:427,08/01/18 10:57:16,HLT_Mu7_IP4_part2_v2,10856.475262193,10705.165439799,27.1,HFOC
320674:7005,428:428,08/01/18 10:57:39,HLT_Mu7_IP4_part2_v2,10850.867728821,10700.157173157,27.1,HFOC
320674:7005,429:429,08/01/18 10:58:03,HLT_Mu7_IP4_part2_v2,10844.057009643,10540.555168665,27.0,HFOC
320674:7005,430:430,08/01/18 10:58:26,HLT_Mu7_IP4_part2_v2,10835.724902174,10685.441817139,27.0,HFOC
320674:7005,431:431,08/01/18 10:58:49,HLT_Mu7_IP4_part2_v2,10827.029882308,10510.974480093,27.0,HFOC
320674:7005,432:432,08/01/18 10:59:13,HLT_Mu7_IP4_part2_v2,10815.441220042,10665.680865381,27.0,HFOC
320674:7005,433:433,08/01/18 10:59:36,HLT_Mu7_IP4_part2_v2,10806.694903486,10657.685342713,26.9,HFOC
320674:7005,434:434,08/01/18 10:59:59,HLT_Mu7_IP4_part2_v2,10800.593386283,10651.155166524,26.9,HFOC
320674:7005,435:435,08/01/18 11:00:23,HLT_Mu7_IP4_part2_v2,10795.653593486,10646.081049051,26.9,HFOC
320674:7005,436:436,08/01/18 11:00:46,HLT_Mu7_IP4_part2_v2,10793.296226492,10644.417707730,26.9,HFOC
320674:7005,437:437,08/01/18 11:01:09,HLT_Mu7_IP4_part2_v2,10790.810045797,10641.725962315,26.9,HFOC
320674:7005,438:438,08/01/18 11:01:32,HLT_Mu7_IP4_part2_v2,10790.906330488,10641.457381910,26.9,HFOC
320674:7005,439:439,08/01/18 11:01:56,HLT_Mu7_IP4_part2_v2,10789.793635617,10640.486046597,26.9,HFOC
320674:7005,440:440,08/01/18 11:02:19,HLT_Mu7_IP4_part2_v2,10786.278909450,10637.123353967,26.9,HFOC
320674:7005,441:441,08/01/18 11:02:42,HLT_Mu7_IP4_part2_v2,10784.739616315,10635.836539053,26.9,HFOC
320674:7005,442:442,08/01/18 11:03:06,HLT_Mu7_IP4_part2_v2,10780.511960458,10631.552236444,26.9,HFOC
320674:7005,443:443,08/01/18 11:03:29,HLT_Mu7_IP4_part2_v2,10774.144278056,10625.209564620,26.9,HFOC
320674:7005,444:444,08/01/18 11:03:52,HLT_Mu7_IP4_part2_v2,10766.978803107,10618.309964074,26.8,HFOC
320674:7005,445:445,08/01/18 11:04:16,HLT_Mu7_IP4_part2_v2,10773.473454889,10623.933937260,26.9,HFOC
320674:7005,446:446,08/01/18 11:04:39,HLT_Mu7_IP4_part2_v2,10764.845787665,10615.953222583,26.8,HFOC
320674:7005,447:447,08/01/18 11:05:02,HLT_Mu7_IP4_part2_v2,10762.113986701,10613.420454923,26.8,HFOC
